opinion	question	dataset
8	I want to buy a smartphone under Rs. 14000 which has good performance and camera quality, so which smartphone should I buy?	q
1	I have a Nikon D5300 18-55mm+70-300mm vr. I want to buy 35mm/50mm 1.8G prime lens. Which should I choose?	q
8	What should I choose family or love of my life?	q
8	Which framework should i choose for cross-platform mobile development?	q
8	Which university should I choose for computer engineering, UIUC, Penn State or CMU?	q
8	If I want to be Jewish, should I convert via Conservative Judaism or Modern Orthodox Judaism?	q
1	What should I do-MBA or be Software Engineer?	q
8	Should I get the 2015 MacBook Pro or the 2016 MacBook Pro?	q
8	Should I get the Google Pixel or an iPhone 7?	q
0	Should I go for Angularjs or Angular 2 (beta version)?	q
1	Should I go to Columbia, UPenn, or Dartmouth?	q
0	Should I have my Funko Pop toy signed or just have the box signed?	q
0	Should I join tcs or qainfotech?	q
8	Which batch should i join last batch (24 aug) of leader or achievers batch (31 aug)?	q
1	What programming language should I learn if I want to create games?	q
1	Which language should I learn to build Android apps in Android studio?	q
8	Which should I learn first: JavaScript or HTML/CSS?	q
1	Should I major in philosophy or psychology (assuming I can't major in both)?	q
8	Which books should I prepare for medical entrance exams?	q
1	"Which one should I start watching first: ""Breaking Bad"" or ""Sherlock?"	q
8	Which are the books that should I start with to understand the basics of indian economy?	q
8	Should I take a web development course or just learn it all by myself?	q
0	Which dept should I take as a production engg. in textile industry for work, avail dept are EXTRUSION, RAW NET, KNOTLESS, NET ASSEMBLY, PPC?	q
0	Should I tell her what I feel now or later?	q
1	I have a lot of acne on my face. I want a clear face with no acne. What products should I use to get acne free skin?	q
0	Should I use a mass gainer or whey protein to gain weight?	q
1	Should I use Squarespace or Wordpress?	q
8	What machine learning algorithm should I use for my app?	q
8	What material should I use to pass the 650-157 exam?	q
1	Which platform should I use to design a car?	q
8	Which places should I visit in Andaman and Nicobar island?	q
1	Should I write my novel in English or in my mother tongue (Urdu)?	q
8	Why should one vote for Hillary Clinton in the 2016 presidential election?	q
8	Why should one choose Apple’s iCloud storage instead of Google drive?	q
1	Which books should one definitely read in one's life time?	q
1	What are the movies one should see?	q
1	What kind of (odorless) alcohol should you drink before a job interview?	q
8	What books should you read to improve your programming skills?	q
1	What are some free online graphic design services similar to Canva?	q
1	What are websites similar to Keepvid.com?	q
8	Which TV serials are similar to Friends?	q
8	What are similarites between the French revolution and the American revolutuion?	q
8	What's so special about Prisma App?	q
1	What are some healthy habits that every one should follow daily in order to maintain a happy and healthy life?	q
0	What are some hotels in Agra which offer a stay to unmarried couples?	q
1	What are some interesting and challenging books for learning C?	q
1	What are some interesting areas of English that I could do undergraduate honors thesis in?	q
1	What are some interesting game theory projects?	q
1	What are some interesting love stories?	q
1	What are some interesting things about Indian Railways?	q
1	What are some lesser-known sights to see when visiting Bhatpara, India?	q
1	What are some lesser-known sights to see when visiting Netanya, Israel?	q
1	What are some mind-blowing Car tools that exist that most people don't know about?	q
1	What are some mind-blowing men wallets that exist that most people don't know about?	q
1	What are some mind-blowing Mobile cases that exist that most people don't know about?	q
1	What are some mind-blowing wallets that exist in 2016 that most people don't know about?	q
1	What are some mind-blowing wallets tools that exist that most people don't know about?	q
1	What are some must-watch Indian short movies/films?	q
1	What are some startup ideas that frequently fail?	q
1	What are some things you can experience only in Russia and nowhere else?	q
8	What are some best sites to learn the basic of electronics for Electronics engineer.?	q
8	What are some differences between Islamic culture and Arabic culture?	q
8	How do I start preparation for cracking the IAS exam? What are some good books and ideas as I am from a middle class family?	q
8	StarCraft II: What are some good Zerg build orders for 2v2 and 3v3?	q
8	What are some good arguments against the existence of God?	q
8	What are some good baby boy names starting with 'Y'?	q
8	What are some good books for analog and digital integrated circuits?	q
8	What are some good brands of sneakers?	q
8	What are some good coaching centres for CA IPCC in Delhi?	q
8	What are some good date bars in Richmond, VA?	q
8	What are some good engineering colleges in Mumbai for automobile engineering?	q
8	What are some good exercises for a bigger butt that aren't squats?	q
8	What are some good gifts I can give my parents on their 25th anniversary?	q
8	What are some good ideas for gothic stories?	q
8	What are some good inspirational movies?	q
8	What are some good recipes to prepare bonefish mussels?	q
8	What are some good songs for a talent show?	q
8	What are some good songs to listen to when depressed?	q
8	What are some good suitcase brands?	q
8	What are some good topics to discuss in school for free period?	q
8	What are some good Unity 3d scripting tutorial sites?	q
8	What are some good ways to lose weight?	q
8	Which are some good romantic novels?	q
1	What are some great side dish ideas for salmon?	q
8	What are some lesser-known sights to see when visiting Florencia, Colombia?	q
8	What are some mind-blowing gadgets tools for cars that most people don't know about?	q
0	What are some mind-blowing Mobile gadgets that exist that most people don't know about?	q
8	Which are some of Best YouTube videos to learn Japanese?	q
8	What are some of the advantages of filling nitrogen gas filling in tires?	q
0	How can I learn the Microsoft Naive Bayes Algorithm for data mining? What are some of the best sources for beginners?	q
8	What are some of the best bossa nova songs?	q
8	What are some of the best job listing portals for media/content related jobs in India?	q
8	What are some of the best kept secrets of gujarat?	q
8	What are some of the best masters programs with a focus in clinical psychology?	q
8	What are some of the best new products that are available and most people don't know about?	q
8	What are some of the best outdoor gadgets?	q
8	What are some of the best poems (lines) written by Bharathiyar that brings goose bumps to you whenever you hear them?	q
8	What are some of the best real life examples of Instant Karma?	q
8	What are some of the best things to Google?	q
8	What are some of the best ways to promote your blog?	q
8	Which are some of the best horror movies of all time?	q
8	Which are some of the best web data scraping tools?	q
8	Which are some of the biggest mistakes you have made in your love life?	q
8	What are some of the craziest/weirdest things you've seen on LinkedIn?	q
8	What are some of the most beautiful sounding words in different languages?	q
8	What are some of the most inspirational facts?	q
8	What are some of the most powerful, beautiful, greatest single images in comics - and why?	q
8	What are some of the most useful apps available on App Store?	q
8	Who are some of the most influential IITians (students/alumni)?	q
8	Is a MacBook Pro 2015 still worth buying in 2016?	q
8	Is a diesel engine stronger than a petrol engine?	q
8	Which is strongest out of the two, nuclear missiles or rocket-propelled grenades?	q
0	Why does Germany's economy strongly outperform other parts of Europe?	q
8	Why do you think you are superior to most of the people around you?	q
8	Are Chinese people taller than Japanese people? If so, why might this be the case?	q
8	Why is platinum costlier than gold?	q
1	What are the best apps that you have come across or used in terms of UI and ease of use on the three mobile platforms?	q
8	"Which is the ""longest "" word in the English dictionary?"	q
8	What is the #1 reason people ask questions on Quora?	q
